형태소,품사,분류,카운트
was,Alpha,that was so true. but Blackpink came and they were my light in the dark.,1
was,Alpha,"that was so true. but Blackpink came and they were my light in the dark.""",1
waste,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",1
waste,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,1
watch,Alpha,"49,this is actually the most beautiful song of blackpink. Not my favorite or the coolest or the sadest or the song I like dancing on the most but idk the most touching. And everytime I watch it even more moved the MV is so beautiful omg",1
watch,Alpha,this is actually the most beautiful song of blackpink. Not my favorite or the coolest or the sadest or the song I like dancing on the most but idk the most touching. And everytime I watch it even more moved the MV is so beautiful omg,1
watching,Alpha,"52,""Who's watching now in halloween?",1
watching,Alpha,Who's watching now in halloween?,1
way,Alpha,"50,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...",1
way,Alpha,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...,1
way,Alpha,They are nominated in multiple categories. Stream how you like that as well. Stream in the proper way.  Leave a like if you haven't already.,1
we,Alpha,"18,""“But we were born to be alone”",1
we,Alpha,"4,""“We were born to be alone but why we still looking for love”",1
we,Alpha,Blackpink: we are the lovesick girls,1
we,Alpha,But we were born to be alone,4
we,Alpha,But we’re still looking for love,2
we,Alpha,But why we still looking for love,4
we,Alpha,Can we do blinks?,1
we,Alpha,"Can we do blinks?""",1
we,Alpha,"STREAM 🙌 Everyone can help, together we are strong. Blinks fighting!",1
we,Alpha,"STREAM 🙌 Everyone can help, together we are strong. Blinks fighting!""",1
we,Alpha,What can we say,2
we,Alpha,Yeah we were born to be alone,4
we,Alpha,Yeah we were born to be alone ,4
we,Alpha,“But we were born to be alone”,1
we,Alpha,“We were born to be alone but why we still looking for love”,1
wearing,Alpha,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",2
wearing,Alpha,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",2
week,Alpha,1 week ago,1
weeks,Alpha,3 weeks ago,3
weeks,Alpha,3 weeks ago (edited),1
weeks,Alpha,4 weeks ago,5
weeks,Alpha,4 weeks ago (edited),4
well,Alpha,They are nominated in multiple categories. Stream how you like that as well. Stream in the proper way.  Leave a like if you haven't already.,1
were,Alpha,"18,""“But we were born to be alone”",1
were,Alpha,"4,""“We were born to be alone but why we still looking for love”",1
were,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
were,Alpha,"9,""Therapist: “So Rosé... why were you and that boy fighting?”",1
were,Alpha,But we were born to be alone,4
were,Alpha,Therapist: “So Rosé... why were you and that boy fighting?”,1
were,Alpha,Yeah we were born to be alone,4
were,Alpha,Yeah we were born to be alone ,4
were,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
were,Alpha,that was so true. but Blackpink came and they were my light in the dark.,1
were,Alpha,"that was so true. but Blackpink came and they were my light in the dark.""",1
were,Alpha,“But we were born to be alone”,1
were,Alpha,“We were born to be alone but why we still looking for love”,1
what,Alpha,들리지 않아 what you say,2
when,Alpha,"30,""I wish when Blackpink comeback again, please makes Rosé with her black hair:(""",1
when,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
when,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",1
when,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,1
when,Alpha,"I wish when Blackpink comeback again, please makes Rosé with her black hair:(",1
when,Alpha,Jennie: With loren-Don't doctor help me when i am lovesick .,1
when,Alpha,"Jennie: With loren-Don't doctor help me when i am lovesick .""",1
when,Alpha,No doctor could help when I’m lovesick,2
when,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
which,Alpha,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
which,Alpha,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
who,Alpha,"26,""So let me introduce them to who is still confused who's who-",3
who,Alpha,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
who,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",1
who,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,1
who,Alpha,So let me introduce them to who is still confused who's who-,3
who,Alpha,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
why,Alpha,"4,""“We were born to be alone but why we still looking for love”",1
why,Alpha,"9,""Therapist: “So Rosé... why were you and that boy fighting?”",1
why,Alpha,But why we still looking for love,4
why,Alpha,Therapist: “So Rosé... why were you and that boy fighting?”,1
why,Alpha,“We were born to be alone but why we still looking for love”,1
will,Alpha,"It doesn't matter if pikks attend or not , that award will be added to their awards list",1
will,Alpha,"It doesn't matter if pikks attend or not , that award will be added to their awards list""",1
win,Alpha,"21,Lets vote everyday on MAMA. They deserve to win artist of the year and song of the year. please please help to vote",1
win,Alpha,"57,Don't forget to vote them in MAMA in all the categories they are in included. I truly believe that they deserve to win Artist or Song of the Year.",1
win,Alpha,Don't forget to vote them in MAMA in all the categories they are in included. I truly believe that they deserve to win Artist or Song of the Year.,1
win,Alpha,Lets vote everyday on MAMA. They deserve to win artist of the year and song of the year. please please help to vote,1
wish,Alpha,"30,""I wish when Blackpink comeback again, please makes Rosé with her black hair:(""",1
wish,Alpha,"I wish when Blackpink comeback again, please makes Rosé with her black hair:(",1
with,Alpha,"14,""Rosé : with a boy",1
with,Alpha,"30,""I wish when Blackpink comeback again, please makes Rosé with her black hair:(""",1
with,Alpha,"8,""Jennie : with Loren",1
with,Alpha,BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,1
with,Alpha,"I wish when Blackpink comeback again, please makes Rosé with her black hair:(",1
with,Alpha,Jennie : with Loren,1
with,Alpha,Jennie : with a boy,2
with,Alpha,Lisa : with Loren,2
with,Alpha,Lisa : with a boy ,2
with,Alpha,Rose: With loren -I am fighting with him,2
with,Alpha,Rosé : with Loren,2
with,Alpha,Rosé : with a boy,1
with,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",4
with,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",4
world,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)",1
world,Alpha,"• The first group in the world to have 3 MV's with more than 1B and also the first act in Korea to have 3 MV's with 1B (PSY has top with Gangnam Style and Gentlemen, but now BP is on top with DDDD, KTL and BOOMBAYAH)""",1
worst,Alpha,"16,""Everyone: """"This is the worst year ever""""",1
worst,Alpha,"20,""Everyone: """"This is the worst year ever""""",1
worst,Alpha,"5,""Everyone: """"This is the worst year ever""""",1
worst,Alpha,"Everyone: """"This is the worst year ever""""",3
wrong,Alpha,"24,""Popular opinion: Jennie did nothing wrong, haters knew this song was ABSOLUTELY PERFECT, but they had to find something to nitpick about, and the reason they picked was absolutely meaningless.""",1
wrong,Alpha,"Popular opinion: Jennie did nothing wrong, haters knew this song was ABSOLUTELY PERFECT, but they had to find something to nitpick about, and the reason they picked was absolutely meaningless.",1
wrong,Alpha,Rosé: “H-he brought the wrong type of pink!!!”,1
wrong,Alpha,"Rosé: “H-he brought the wrong type of pink!!!”""",1
wrong,Alpha,because he buy the wrong type of pink !!,2
x,Alpha,"No love letters, no x and o’s",2
y,Alpha,"10,""Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!""",1
y,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",1
y,Alpha,"Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!",1
y,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,1
year,Alpha,1 year ago,2
year,Alpha,"16,""Everyone: """"This is the worst year ever""""",1
year,Alpha,"20,""Everyone: """"This is the worst year ever""""",1
year,Alpha,"21,Lets vote everyday on MAMA. They deserve to win artist of the year and song of the year. please please help to vote",2
year,Alpha,"5,""Everyone: """"This is the worst year ever""""",1
year,Alpha,"Everyone: """"This is the worst year ever""""",3
year,Alpha,Lets vote everyday on MAMA. They deserve to win artist of the year and song of the year. please please help to vote,2
years,Alpha,3 years ago,1
years,Alpha,4 years ago,2
yeppeujanghan,Alpha,We some yeppeujanghan savage,1
yo,Alpha,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
you,Alpha,"13,""In lovesick girls  ,  are you notice that they was not say      (  BLACK PINK IN YOUR AREA )""",1
you,Alpha,"22,""Blinks if you want blackpink to attend award show then vote for them on all the voting platform- like choeaedol,  idol champ , mwave etc. Don't be lazy Pinks didn't raise lazy fandom ",1
you,Alpha,"23,""How you like that : BLACK",1
you,Alpha,"25,""BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.""",1
you,Alpha,"28,When you realise they all died in the mv Jennie died cause of an car accident Lisa jumped from a rooftop Rosé drowned in the bathtub and jisoo drowned in the pool",1
you,Alpha,"43,""Guys English isn’t my native language, can you tell me how to pronounce this song? I’ve been pronouncing it soty""",1
you,Alpha,"56,""let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!""",4
you,Alpha,"9,""Therapist: “So Rosé... why were you and that boy fighting?”",1
you,Alpha,"BLACKPINK isn't just a group, they're an artistic reconstruction, the breeze you respire, a motive for existence, a moment for history books, a body of finest craftsmanship, a departure from this atrocious cosmos, and an embosom from a cherished one.",1
you,Alpha,"Blinks if you want blackpink to attend award show then vote for them on all the voting platform- like choeaedol,  idol champ , mwave etc. Don't be lazy Pinks didn't raise lazy fandom ",1
you,Alpha,"Guys English isn’t my native language, can you tell me how to pronounce this song? I’ve been pronouncing it soty",1
you,Alpha,How you like that : BLACK,1
you,Alpha,"In lovesick girls  ,  are you notice that they was not say      (  BLACK PINK IN YOUR AREA )",1
you,Alpha,Therapist: “So Rosé... why were you and that boy fighting?”,1
you,Alpha,They are nominated in multiple categories. Stream how you like that as well. Stream in the proper way.  Leave a like if you haven't already.,2
you,Alpha,We love you LIJEROJI,1
you,Alpha,When you realise they all died in the mv Jennie died cause of an car accident Lisa jumped from a rooftop Rosé drowned in the bathtub and jisoo drowned in the pool,1
you,Alpha,"let's support BLACKPINK to the fullest at MAMA 2020 (mama.mwave.me) ... # YOU want to see JENNIE's face feeling bad because you lost .... # YOU want to see JISOO's face feel bad because you lost ... # YOU want to see LISA's face feeling bad because you lost ... # YOU want to see ROSIE's face feeling bad because you lost ........ LET'S CHOOSE IN 2020 MAMA DON'T TAKE JENNIE, JISOO, LISA, ROSIE TO BE SAD ... PROVE BLACKPINK IS MANY FANS AND PROVE YOU LOVE BLACKPINK .... !!!!!",4
you,Alpha,•How you like that is about their success and karma hitting haters,1
you,Alpha,들리지 않아 what you say,2
your,Alpha,The last number of likes is your bias:,1
your,Alpha,사랑은 killin’ your darlin’,2
yourself,Alpha,"42,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up",1
yourself,Alpha,Dont tell me everyone forget about jennie's issue here. She didnt deserve any hate or sexual things when the haters are the one who is sexualizing jennie. Jennie doesn't deserve any hate smh. Yall just mad shes better than y'all. dont waste time hating jennie start taking care of yourself and know that hating is a bad thing. Yall should grow up,1
ysobelle,Alpha,mahalia ysobelle capistrano,1
yt.be/releasedblackpink,URL,"3,Watch us on RELEASED for never before seen footage before our new music video drops. Set a reminder  → yt.be/releasedblackpink",1
yt.be/releasedblackpink,URL,Watch us on RELEASED for never before seen footage before our new music video drops. Set a reminder  → yt.be/releasedblackpink,1
Á,Foreign,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
Æ,Foreign,Ænxiety S.,1
É,Foreign,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
Ó,Foreign,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",2
Ú,Foreign,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
á,Foreign,"10,""Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!""",1
á,Foreign,"Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!",1
á,Foreign,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
é,Foreign,"14,""Rosé : with a boy",1
é,Foreign,"28,When you realise they all died in the mv Jennie died cause of an car accident Lisa jumped from a rooftop Rosé drowned in the bathtub and jisoo drowned in the pool",1
é,Foreign,"30,""I wish when Blackpink comeback again, please makes Rosé with her black hair:(""",1
é,Foreign,"9,""Therapist: “So Rosé... why were you and that boy fighting?”",1
é,Foreign,"I wish when Blackpink comeback again, please makes Rosé with her black hair:(",1
é,Foreign,Rosé : with Loren,2
é,Foreign,Rosé : with a boy,1
é,Foreign,Rosé: “H-he brought the wrong type of pink!!!”,1
é,Foreign,"Rosé: “H-he brought the wrong type of pink!!!”""",1
é,Foreign,Therapist: “So Rosé... why were you and that boy fighting?”,1
é,Foreign,When you realise they all died in the mv Jennie died cause of an car accident Lisa jumped from a rooftop Rosé drowned in the bathtub and jisoo drowned in the pool,1
ê,Foreign,Cương Lê Minh,1
í,Foreign,"10,""Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!""",2
í,Foreign,"Blinks !!!! Vallan a votar por BLACKPINK en MWAVE para los premios más importantes de Corea , estan nominadas en 5 categorías , y solo vamos ganando en 2 categorías , tenemos hasta diciembre para votar , vamos blinks , hay que traer esos premios a casa !!! Vamos blinks !!!!",2
í,Foreign,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
ñ,Foreign,"17,Creo que hablo por todos diciendo que extrañamos a la Jennie enfermera qwq",1
ñ,Foreign,Creo que hablo por todos diciendo que extrañamos a la Jennie enfermera qwq,1
ñ,Foreign,Elizabeth Parreño,1
ñ,Foreign,"Pasarán los segundos, minutos, horas, días, años pero yo NUNCA OLVIDARÉ TREMENDA CANCIÓN LA PTMR MARGE NECESITO MAYÚSCULAS MÁS GRANDES PARA EXPRESAR TODO EL AMOR POR ESTA BELLA CANCIÓNNNN",1
ñ,Foreign,ɞ Melanie Thiddara Muñoz Dominguez ɞ,1
ó,Foreign,Ani López,1
ğı,Foreign,duvar kağıdı,1
ı,Foreign,duvar kağıdı,1
ươ,Foreign,Cương Lê Minh,1
ɞ,Foreign,ɞ Melanie Thiddara Muñoz Dominguez ɞ,2
ɳ,Foreign,• ʝɛɳ - ʝuɳ •,1
ʝ,Foreign,• ʝɛɳ - ʝuɳ •,1
ʝɛɳ,Foreign,• ʝɛɳ - ʝuɳ •,1
بلينكزززز,Foreign,بلينكزززز ستر*يم للمجيماك لانها قربت للمليا*ر,1
ر,Foreign,بلينكزززز ستر*يم للمجيماك لانها قربت للمليا*ر,1
ستر,Foreign,بلينكزززز ستر*يم للمجيماك لانها قربت للمليا*ر,1
قربت,Foreign,بلينكزززز ستر*يم للمجيماك لانها قربت للمليا*ر,1
لانها,Foreign,بلينكزززز ستر*يم للمجيماك لانها قربت للمليا*ر,1
للمجيماك,Foreign,بلينكزززز ستر*يم للمجيماك لانها قربت للمليا*ر,1
للمليا,Foreign,بلينكزززز ستر*يم للمجيماك لانها قربت للمليا*ر,1
يم,Foreign,بلينكزززز ستر*يم للمجيماك لانها قربت للمليا*ر,1
–,Foreign,"2,""BLACKPINK – ‘Lovesick Girls’",1
–,Foreign,BLACKPINK – ‘Lovesick Girls’,1
–,Foreign,BLACKPINK – ‘Lovesick Girls’ M/V,1
–,Foreign,Mix - BLACKPINK – ‘Lovesick Girls’ M/V,1
–,Foreign,Vocal Coach Reacts to BLACKPINK – Lovesick Girls,1
‘,Foreign,"2,""BLACKPINK – ‘Lovesick Girls’",1
‘,Foreign,BLACKPINK - ‘Pretty Savage’ 1011 SBS Inkigayo,1
‘,Foreign,BLACKPINK – ‘Lovesick Girls’,1
‘,Foreign,BLACKPINK – ‘Lovesick Girls’ M/V,1
‘,Foreign,Mix - BLACKPINK – ‘Lovesick Girls’ M/V,1
’,Punctuation,"2,""BLACKPINK – ‘Lovesick Girls’",1
’,Punctuation,"29,it’s a privilege to exist at the same time as blackpink",1
’,Punctuation,"33,Let’s make every MV reaches 1 Billion",1
’,Punctuation,"36,""“I’ve become numb to crying” ",1
’,Punctuation,"38,my Dad said they’re gorgeous and that Rose is cute",1
’,Punctuation,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",2
’,Punctuation,"43,""Guys English isn’t my native language, can you tell me how to pronounce this song? I’ve been pronouncing it soty""",2
’,Punctuation,"50,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...",1
’,Punctuation,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
’,Punctuation,BLACKPINK - ‘Pretty Savage’ 1011 SBS Inkigayo,1
’,Punctuation,BLACKPINK – ‘Lovesick Girls’,1
’,Punctuation,BLACKPINK – ‘Lovesick Girls’ M/V,1
’,Punctuation,But I don’t care I’ll do it over and over,4
’,Punctuation,But we’re still looking for love,2
’,Punctuation,"Didn’t wanna be a princess, I’m priceless",4
’,Punctuation,"Guys English isn’t my native language, can you tell me how to pronounce this song? I’ve been pronouncing it soty",2
’,Punctuation,Let’s make every MV reaches 1 Billion,1
’,Punctuation,Mix - BLACKPINK – ‘Lovesick Girls’ M/V,1
’,Punctuation,No doctor could help when I’m lovesick,2
’,Punctuation,"No love letters, no x and o’s",2
’,Punctuation,Rose’s acting is honestly so incredible for me...the way she cried in the bathup...,1
’,Punctuation,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",2
’,Punctuation,it’s a privilege to exist at the same time as blackpink,1
’,Punctuation,jennie’s lovebot,1
’,Punctuation,my Dad said they’re gorgeous and that Rose is cute,1
’,Punctuation,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
’,Punctuation,“I’ve become numb to crying” ,1
’,Punctuation,사랑은 killin’ your darlin’,4
’,Punctuation,사랑은 slippin’ and fallin’,4
“,Foreign,"18,""“But we were born to be alone”",1
“,Foreign,"36,""“I’ve become numb to crying” ",1
“,Foreign,"4,""“We were born to be alone but why we still looking for love”",1
“,Foreign,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
“,Foreign,"53,""Jennie: “A prince not even on my list”",1
“,Foreign,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
“,Foreign,"9,""Therapist: “So Rosé... why were you and that boy fighting?”",1
“,Foreign,ITZY “Not Shy” M/V,1
“,Foreign,Jennie: “A prince not even on my list”,1
“,Foreign,Rosé: “H-he brought the wrong type of pink!!!”,1
“,Foreign,"Rosé: “H-he brought the wrong type of pink!!!”""",1
“,Foreign,Therapist: “So Rosé... why were you and that boy fighting?”,1
“,Foreign,"i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho",1
“,Foreign,"they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀",1
“,Foreign,“But we were born to be alone”,1
“,Foreign,“I’ve become numb to crying” ,1
“,Foreign,“We were born to be alone but why we still looking for love”,1
”,Foreign,"18,""“But we were born to be alone”",1
”,Foreign,"36,""“I’ve become numb to crying” ",1
”,Foreign,"4,""“We were born to be alone but why we still looking for love”",1
”,Foreign,"41,""i just gotta say that everyone talks about how rude and selfish blinks are.. but when i was a new fan, and i commented on their videos or posts asking questions, blinks were sooooo helpful and sweet about it. but as soon as i commented once on a bts video asking who one of them was, all i got was hate for “not knowing legends”. i’m not sending hate to bts or anything, i just find it ironic.. i’m really glad i joined this fandom tho""",1
”,Foreign,"53,""Jennie: “A prince not even on my list”",1
”,Foreign,"60,""they dragged irene for reading a book, mina and jihyo for being in a soccer team, naeun for having a phone case that said “girls can do anything”, joy for wearing a feminist shirt, aisha for being tall, jennie for wearing a nurse outfit which isn’t even inappropriate. misogyny 💀""",1
